,pair1,pair2,apr,tvl,fee,network,apy,type_of_agriculture,dex,date,Website,Network,Grade
215,AAVE,ETH,0,46940320.54,4,MATIC,0.0,FARM,https://polycrab.finance,2021-08-23,https://polycrab.finance,MATIC,D
216,AAVE,ETH,28.67,43536301.43,4,MATIC,33.187464915434425,FARM,https://polygame.finance,2021-08-23,https://polygame.finance,MATIC,D
217,AAVE,ETH,2.5979112,51657649.9943654,,ETH,2.631856165952895,POOL,Sushi,2021-08-23,Sushi,ETH,A
218,AAVE,ETH,3.9435348,11837371.590746999,,ETH,4.022102833270358,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
219,AAVE,ETH,0.33,46467060,0,ETH,0.3305436027410513,POOL,QuickSwap,2021-08-23,QuickSwap,ETH,B
220,AAVE,FTM,6.69,2738421.38,0,FANTOM,6.918199962831828,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,BSC,F
221,AAVE,FTM,6.69,2738421.38,0,FANTOM,6.918199962831828,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,FANTOM,F
222,AAVE,FTM,275.40,433.62,4,FANTOM,1454.3805823454725,FARM,https://www.operaswap.finance,2021-08-23,https://www.operaswap.finance,FANTOM,D
223,AAVE,FTM,40.51,34228.44,0,FANTOM,49.91156437981328,FARM,https://waka.finance,2021-08-23,https://waka.finance,FANTOM,F
224,AAVE,FTM,69.33,2738195.80,0,FANTOM,99.89906687514156,FARM,https://spookyswap.finance,2021-08-23,https://spookyswap.finance,FANTOM,B
225,AAVE,MATIC,51.66,681947.11,2,MATIC,67.5706322764641,FARM,https://polycrystal.finance,2021-08-23,https://polycrystal.finance,MATIC,C
226,AAVE,MATIC,0,14320.24,1.99,MATIC,0.0,FARM,https://bali.worldswap.finance,2021-08-23,https://bali.worldswap.finance,MATIC,D
227,AAVE,MEL,364.13,16492.60,0,BSC,3645.9366982321853,FARM,https://caramelswap.finance,2021-08-23,https://caramelswap.finance,BSC,C
228,AAVE,MUST,0.00,166.21,0,MATIC,0.0,FARM,https://swap.cometh.io/#/stake,2021-08-23,https://swap.cometh.io/#/stake,MATIC,C
229,AAVE,PNG,0.00,25417.67,0,AVAX,0.0,FARM,https://app.pangolin.exchange/#/png,2021-08-23,https://app.pangolin.exchange/#/png,AVAX,B
230,AAVE,PNG,36.83,282249,0,ETH,44.500720828474094,POOL,Pangolin,2021-08-23,Pangolin,ETH,B
231,AAVE,PNG,6.25,20587,0,ETH,6.448876344422372,POOL,Pangolin,2021-08-23,Pangolin,ETH,B
232,AAVE,USDC,116.32,53286.31,1,FANTOM,219.424405353887,FARM,https://www.liquiddriver.finance,2021-08-23,https://www.liquiddriver.finance,FANTOM,C
233,AAVE,USDC,22.37,53284.71,1,FANTOM,25.061005684586025,FARM,https://klingftm.borgswap.exchange,2021-08-23,https://klingftm.borgswap.exchange,FANTOM,C
234,AAVE,USDC,0,68462.10,4,MATIC,0.0,FARM,https://xenomorph.finance/,2021-08-23,,,
235,AAVE,USDC,686.22,88.23,0,MATIC,89549.32056681518,FARM,https://swap.net,2021-08-23,,,
236,AAVE,USDC,86.71,1271390.86,0,MATIC,137.75526962786455,FARM,https://exchange.dfyn.network,2021-08-23,https://exchange.dfyn.network,MATIC,B
237,AAVE,USDC,0.00,68447.14,4,MATIC,0.0,FARM,https://polyyork.finance/,2021-08-23,,,
238,AAVE,USDC,72.27,68444.10,4,MATIC,105.85162782630854,FARM,https://gold.polyyork.finance,2021-08-23,,,
239,AAVE,USDC,0.96,2498.52,4,MATIC,0.9646100348406517,FARM,https://steakhouse.finance,2021-08-23,https://steakhouse.finance,MATIC,F
240,AAVE,York,0.00,21.50,0,MATIC,0.0,FARM,https://polyyork.finance/,2021-08-23,,,
241,ABRA,,170.49,424.77,0,BSC,447.90438011588253,FARM,,2021-08-23,,,
242,ABRA,BNB,249.72,580.01,0,BSC,1104.5561932280075,FARM,,2021-08-23,,,
243,ABRA,BUSD,585.38,494.84,0,BSC,33173.7824639876,FARM,,2021-08-23,,,
244,ABS,,148.48,55701.62,0,BSC,340.0807834479647,FARM,https://absorber.finance,2021-08-23,https://absorber.finance,BSC,D
245,ABS,1INCH,0.00,249.09,0,BSC,0.0,FARM,https://absorber.finance,2021-08-23,https://absorber.finance,BSC,D
246,ABS,BNB,0.00,1414.50,0,BSC,0.0,FARM,https://absorber.finance,2021-08-23,https://absorber.finance,BSC,D
247,ABS,BUSD,0.00,2049.37,0,BSC,0.0,FARM,https://absorber.finance,2021-08-23,https://absorber.finance,BSC,D
248,ABS,Cake,0.00,539.88,0,BSC,0.0,FARM,https://absorber.finance,2021-08-23,https://absorber.finance,BSC,D
249,ABU,,0,0.00,0,BSC,0.0,FARM,https://abu.1001nights.gold,2021-08-23,,,
250,ABU,BNB,0,0.00,0,BSC,0.0,FARM,https://abu.1001nights.gold,2021-08-23,,,
251,ABU,BUSD,0,0.00,0,BSC,0.0,FARM,https://abu.1001nights.gold,2021-08-23,,,
252,ABUNNY,,331.91,0.50,0,MATIC,2622.4025491127877,FARM,https://www.astrobunny.finance,2021-08-23,,,
253,ABUNNY,MATIC,1869.17,0.33,0,MATIC,8254336511.147657,FARM,https://www.astrobunny.finance,2021-08-23,,,
254,ABUNNY,USDC,3654.09,0.40,0,MATIC,1.3319168672015573e+17,FARM,https://www.astrobunny.finance,2021-08-23,,,
255,ABYSS,ETH,0.7804669199999998,216224.3968893,,ETH,0.7835120924801764,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
256,AC,ETH,0.3853812,119595.5462587,,ETH,0.38612270586018127,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
257,ACORN,,0,0.00,4,MATIC,0.0,FARM,https://lumberjack.finance,2021-08-23,https://lumberjack.finance,MATIC,C
258,ACORN,USDC,498.63,106.88,0,MATIC,14053.512015757642,FARM,https://lumberjack.finance,2021-08-23,https://lumberjack.finance,MATIC,C
259,ACS,ACSI,0.00,4643.79,0,BSC,0.0,FARM,https://app.acryptos.com,2021-08-23,https://app.acryptos.com,BSC,D
260,ACS,BNB,33.82,1602249.31,0,BSC,40.220137561201554,FARM,https://mdex.com,2021-08-23,https://mdex.com,BSC,C
261,ACS,BNB,0.00,9632.32,0,BSC,0.0,FARM,https://app.acryptos.com,2021-08-23,https://app.acryptos.com,BSC,D
262,ACS,SXP,1.32,298607.40,0,BSC,1.3287262745705686,FARM,https://swipe.org/farm,2021-08-23,https://swipe.org/farm,BSC,B
263,ACS,SXP,1.32,298607.40,0,BSC,1.3287262745705686,FARM,https://swipe.org/farm,2021-08-23,https://swipe.org/farm,ETH,B
264,ACS4,,0,0.00,0,BSC,0.0,FARM,https://app.acryptos.com,2021-08-23,https://app.acryptos.com,BSC,D
265,ACS4IRON,,0.00,508.36,0,BSC,0.0,FARM,https://iron.finance/,2021-08-23,https://iron.finance/,BSC,C
266,ACS4QUSD,,0,0.00,0,BSC,0.0,FARM,https://app.acryptos.com,2021-08-23,https://app.acryptos.com,BSC,D
267,ACS4UST,,0.00,3682.09,0,BSC,0.0,FARM,https://app.acryptos.com,2021-08-23,https://app.acryptos.com,BSC,D
268,ACS4VAI,,0,0.00,0,BSC,0.0,FARM,https://app.acryptos.com,2021-08-23,https://app.acryptos.com,BSC,D
269,ACSI,ACS,0.00,4643.79,0,BSC,0.0,FARM,https://app.acryptos.com,2021-08-23,https://app.acryptos.com,BSC,D
270,ACXT,DGCL,2.4582756000000003,8994.1084293,,ETH,2.4886554791250015,POOL,Sushi,2021-08-23,Sushi,ETH,A
271,ACXWIN-KB,,0,0.00,0,BSC,0.0,FARM,https://xwin.finance,2021-08-23,https://xwin.finance,BSC,D
272,ADA,,0.00,5453.97,4,BSC,0.0,FARM,https://garudaswap.finance,2021-08-23,https://garudaswap.finance,BSC,D
273,ADA,,17.77,225291.16,5,BSC,19.441527674841154,FARM,https://caramelswap.finance,2021-08-23,https://caramelswap.finance,BSC,C
274,ADA,,13411.94,4.58,4,BSC,4.052555059566291e+51,FARM,https://robobuddy.finance,2021-08-23,,,
275,ADA,,53620475.28,0.00,4,BSC,,FARM,https://lumberjackdefi.com,2021-08-23,,,
276,ADA,,0,0.00,4,BSC,0.0,FARM,https://bsc4.SpacePortDeFi.com,2021-08-23,,,
277,ADA,,74.82,20573.82,0,BSC,111.15751648460387,FARM,https://retrofarms.net,2021-08-23,,,
278,ADA,,0,0.00,4,BSC,0.0,FARM,https://fusionfinance.farm/,2021-08-23,https://fusionfinance.farm/,BSC,C
279,ADA,,154.18,1035.42,4,BSC,365.7844442476002,FARM,https://sugarrush.finance,2021-08-23,,,
280,ADA,,17.39,415.91,4,BSC,18.988728819881008,FARM,https://snorre.farmwiki.xyz,2021-08-23,,,
281,ADA,,0,0.00,1.99,BSC,0.0,FARM,https://brussels.worldswap.finance,2021-08-23,https://brussels.worldswap.finance,BSC,D
282,ADA,,0,0.00,0,BSC,0.0,FARM,https://lokum.finance,2021-08-23,https://lokum.finance,BSC,D
283,ADA,,104.01,868.35,3.5,BSC,182.53178752335728,FARM,https://whalefarm.finance,2021-08-23,https://whalefarm.finance,BSC,C
284,ADA,,0.00,3327.93,0,BSC,0.0,FARM,http://slime.finance,2021-08-23,http://slime.finance,BSC,D
285,ADA,,8.28,2784.23,4,BSC,8.631432122277927,FARM,https://limeswap.io,2021-08-23,https://limeswap.io,BSC,C
286,ADA,,30.13,12971.28,4,BSC,35.14467832765511,FARM,https://seleniumswap.com,2021-08-23,https://seleniumswap.com,BSC,C
287,ADA,,150.71,20.39,4.00,BSC,349.9638676698586,FARM,https://snakedefi.com,2021-08-23,https://snakedefi.com,BSC,F
288,ADA,,0.00,18788.94,4,BSC,0.0,FARM,https://www.goosedefi.com,2021-08-23,https://www.goosedefi.com,BSC,C
289,ADA,,0,35777.41,0,BSC,0.0,FARM,https://www.goosedefi.com,2021-08-23,https://www.goosedefi.com,BSC,C
290,ADA,,0,0.00,4,BSC,0.0,FARM,https://trident.pearldefi.com,2021-08-23,https://trident.pearldefi.com,BSC,D
291,ADA,,831.56,9.17,4,BSC,372201.6971018974,FARM,https://tapswap.finance,2021-08-23,https://tapswap.finance,BSC,D
292,ADA,,2947651.03,0.00,4,BSC,,FARM,https://sabertoothswap.com,2021-08-23,,,
293,ADA,,211.09,2261.55,4,BSC,720.562144472168,FARM,https://brickchain.finance,2021-08-23,https://brickchain.finance,BSC,C
294,ADA,,239171.46,0.03,4,BSC,,FARM,https://rubin.eternity.money,2021-08-23,,,
295,ADA,,0,0.00,4,BSC,0.0,FARM,https://bsc.SpacePortDeFi.com,2021-08-23,,,
296,ADA,,0.00,262.84,4,BSC,0.0,FARM,https://ketchupfinance.com,2021-08-23,https://ketchupfinance.com,BSC,D
297,ADA,,0,0.00,3.9,BSC,0.0,FARM,https://lady.smurf.money,2021-08-23,,,
298,ADA,,6.42,3156.14,4,BSC,6.629961883814617,FARM,https://www.elixir-swap.io,2021-08-23,https://www.elixir-swap.io,BSC,F
299,ADA,,0,0.00,4,BSC,0.0,FARM,https://bsc2.SpacePortDeFi.com,2021-08-23,,,
300,ADA,,0,0.00,4,BSC,0.0,FARM,https://jasmine.1001nights.gold,2021-08-23,,,
301,ADA,,0,0.00,4,BSC,0.0,FARM,https://silver.eternity.money,2021-08-23,,,
302,ADA,,13.40,26.34,4,BSC,14.336470254107025,FARM,https://www.symbioteswap.net,2021-08-23,,,
303,ADA,,0.00,3327.93,0,BSC,0.0,FARM,http://shitz.lol,2021-08-23,http://shitz.lol,BSC,F
304,ADA,,193.68,35758.53,3.99,BSC,590.1090784144095,FARM,https://www.buffaloswap.org,2021-08-23,,,
305,ADA,,143.56,5.90,4,BSC,319.0349592528646,FARM,https://greedy.smurf.money,2021-08-23,,,
306,ADA,,0,0.00,2,BSC,0.0,FARM,https://miniduck.finance,2021-08-23,,,
307,ADA,,21.98,117.14,4,BSC,24.574512601385166,FARM,https://thunderbird.finance/,2021-08-23,https://thunderbird.finance/,BSC,C
308,ADA,,0,0.00,4,BSC,0.0,FARM,https://godzillaswapdefi.com/,2021-08-23,,,
309,ADA,,17.80,122.24,1.99,BSC,19.47734805208654,FARM,https://skunkswap.finance,2021-08-23,https://skunkswap.finance,BSC,F
310,ADA,,10.83,4624.31,0.99,BSC,11.436410878673575,FARM,https://superlion.finance,2021-08-23,https://superlion.finance,BSC,F
311,ADA,,69.33,114.66,4,BSC,99.89906687514156,FARM,https://www.tigerfinancedefi.com,2021-08-23,https://www.tigerfinancedefi.com,BSC,D
312,ADA,,0,0.00,4,BSC,0.0,FARM,https://www.meatchfinance.com/,2021-08-23,https://www.meatchfinance.com/,BSC,D
313,ADA,,7.54,414.37,4,BSC,7.830699417418185,FARM,https://beta.pulsar.farm,2021-08-23,https://beta.pulsar.farm,BSC,D
314,ADA,,3364.36,2.71,4,BSC,9474472967022216.0,FARM,https://www.andromedadefi.com,2021-08-23,https://www.andromedadefi.com,BSC,C
315,ADA,,14.56,253.68,3.5,BSC,15.669981976551185,FARM,https://www.twilightfinance.org,2021-08-23,,,
316,ADA,,127.70,261.43,4,BSC,257.78831310939864,FARM,https://app.seedmoneyfinance.com,2021-08-23,https://app.seedmoneyfinance.com,BSC,C
317,ADA,,369.89,121.94,4,BSC,3865.763114307407,FARM,https://app.seedmoneyfinance.com,2021-08-23,https://app.seedmoneyfinance.com,BSC,C
318,ADA,,20810890473353396.00,0.00,4,BSC,,FARM,https://bsc3.SpacePortDeFi.com,2021-08-23,,,
319,ADA,,52.28,272.71,4,BSC,68.61131121666806,FARM,https://goldrush.farm,2021-08-23,,,
320,ADA,,443.37,32.34,1,BSC,8102.202019453263,FARM,https://mayoswap.com,2021-08-23,https://mayoswap.com,BSC,D
321,ADA,,296.29,2.90,4,BSC,1812.3901969428455,FARM,https://www.galenaswap.com,2021-08-23,,,
322,ADA,,0.00,4.26,4,BSC,0.0,FARM,https://vanillacake.farm,2021-08-23,https://vanillacake.farm,BSC,D
323,ADA,,193.82,35758.53,3.99,BSC,591.0707991479819,FARM,https://www.buffaloswap.org/,2021-08-23,,,
324,ADA,,25.83,819.44,3.5,BSC,29.460890717232814,FARM,,2021-08-23,,,
325,ADA,,0.00,210.54,2,BSC,0.0,FARM,https://gocerberus.finance,2021-08-23,https://gocerberus.finance,BSC,C
326,ADA,,624.88,47.15,4,BSC,48973.930275761726,FARM,https://www.magmacakefinance.com,2021-08-23,,,
327,ADA,,2.18,1183.18,4,BSC,2.2038690822175244,FARM,https://krustykrab.finance,2021-08-23,https://krustykrab.finance,BSC,D
328,ADA,,71.60,532.53,3,BSC,104.47972668345504,FARM,https://skylinefi.com,2021-08-23,https://skylinefi.com,BSC,F
329,ADA,,3.00,282.99,4,BSC,3.0453263600551006,FARM,https://www.carnageswap.net,2021-08-23,https://www.carnageswap.net,BSC,D
330,ADA,,10.37,120.03,4,BSC,10.925128720828358,FARM,https://farm.borgswap.exchange,2021-08-23,https://farm.borgswap.exchange,BSC,C
331,ADA,,2.25,1514.68,4,BSC,2.2754324920237545,FARM,https://www.punchdefi.com/,2021-08-23,,,
332,ADA,,8.43,1665.99,4.00,BSC,8.794464195242192,FARM,https://app.donald.finance,2021-08-23,https://app.donald.finance,BSC,F
333,ADA,,21.31,10216.78,4,BSC,23.743144570627763,FARM,https://bitblocks.finance,2021-08-23,https://bitblocks.finance,BSC,C
334,ADA,,233.32,53.17,4,BSC,923.4602052500161,FARM,https://www.jiggly.finance,2021-08-23,https://www.jiggly.finance,BSC,C
335,ADA,,548.14,6.02,4,BSC,22959.177156408798,FARM,https://www.blacksheepdefi.com,2021-08-23,https://www.blacksheepdefi.com,BSC,F
336,ADA,,0,0.00,4,BSC,0.0,FARM,https://abu.1001nights.gold,2021-08-23,,,
337,ADA,,0.57,10904.94,4,BSC,0.5716231148764184,FARM,https://thoreum.finance,2021-08-23,https://thoreum.finance,BSC,C
338,ADA,,3.46,1807.51,4,BSC,3.5203846182896736,FARM,https://thoreum.finance,2021-08-23,https://thoreum.finance,BSC,C
339,ADA,,1.24,37789.95,10,BSC,1.2476985504809246,FARM,https://thoreum.finance,2021-08-23,https://thoreum.finance,BSC,C
340,ADA,,155.24,20.42,4,BSC,370.7269591102755,FARM,https://bloodmoon.werewolf.farm,2021-08-23,https://bloodmoon.werewolf.farm,BSC,D
341,ADA,,0,0.00,4,BSC,0.0,FARM,https://www.hydradefi.com,2021-08-23,https://www.hydradefi.com,BSC,D
342,ADA,,203.10,92.33,4,BSC,657.8916465428374,FARM,https://mooncakeswap.finance,2021-08-23,https://mooncakeswap.finance,BSC,D
343,ADA,,46.16,27.44,4,BSC,58.61478850318851,FARM,https://www.fungifinance.com,2021-08-23,,,
344,ADA,,151.99,95.30,4,BSC,355.7363345079526,FARM,,2021-08-23,,,
345,ADA,,0,0.00,1.99,BSC,0.0,FARM,https://berlin.worldswap.finance,2021-08-23,https://berlin.worldswap.finance,BSC,D
346,ADA,,4.51,14384.44,4,BSC,4.612955331447854,FARM,https://app.hyruleswap.com,2021-08-23,https://app.hyruleswap.com,BSC,D
347,ADA,,0.52,13933.19,4,BSC,0.5213506231336318,FARM,https://www.grizzlyswap.com,2021-08-23,https://www.grizzlyswap.com,BSC,C
348,ADA,,208.63,18.21,4,BSC,700.7351784473328,FARM,https://TheKongFinance.com,2021-08-23,,,
349,ADA,,0,0.00,4,BSC,0.0,FARM,https://adamant.eternity.money,2021-08-23,,,
350,ADA,,0.59,1178.66,4,BSC,0.5917391313804643,FARM,https://greyhound.farm,2021-08-23,https://greyhound.farm,BSC,F
351,ADA,,7852.84,0.82,4,BSC,7.752250674648923e+32,FARM,https://1001nights.gold,2021-08-23,,,
352,ADA,,0,0.00,4,BSC,0.0,FARM,https://www.blueballs.finance,2021-08-23,https://www.blueballs.finance,BSC,D
353,ADA,,0,0.00,1.99,BSC,0.0,FARM,https://london.worldswap.finance,2021-08-23,,,
354,ADA,,7296.97,0.64,4,BSC,7.765840963555946e+30,FARM,https://www.venomswap.net,2021-08-23,https://www.venomswap.net,BSC,F
355,ADA,,6.21,34168.72,4,BSC,6.406312572204742,FARM,https://simurgh.finance,2021-08-23,https://simurgh.finance,BSC,D
356,ADA,,39.14,224759.75,3,BSC,47.873988368616715,FARM,https://app.barbecueswapfinance.com,2021-08-23,https://app.barbecueswapfinance.com,BSC,D
357,ADA,ALLOY,100.40,4228.89,0,BSC,172.54176519167532,FARM,https://farm.hyperjump.fi,2021-08-23,https://farm.hyperjump.fi,BSC,C
358,ADA,BBKFI,87.30,4986.46,0,BSC,139.15881648743965,FARM,https://bitblocks.finance,2021-08-23,https://bitblocks.finance,BSC,C
359,ADA,BBOO,167.64,6124.89,0,BSC,432.579500891111,FARM,https://pandayield.com,2021-08-23,https://pandayield.com,BSC,D
360,ADA,BNB,0.00,83.17,4,BSC,0.0,FARM,https://garudaswap.finance,2021-08-23,https://garudaswap.finance,BSC,D
361,ADA,BNB,1.48,12025626.46,0,BSC,1.490975778334791,FARM,https://autofarm.network,2021-08-23,https://autofarm.network,BSC,C
362,ADA,BNB,14737.71,0.68,4,BSC,5.798946459919973e+55,FARM,https://sviki.supermanion.com,2021-08-23,,,
363,ADA,BNB,14.06,171.44,3.99,BSC,15.093301060409647,FARM,https://kittyfarms.app/,2021-08-23,,,
364,ADA,BNB,192.66,1.49,4,BSC,583.14242564294,FARM,https://newgirl.supermanion.com,2021-08-23,,,
365,ADA,BNB,50.36,4215.26,0,BSC,65.4093135413784,FARM,https://farm.hyperjump.fi,2021-08-23,https://farm.hyperjump.fi,BSC,C
366,ADA,BNB,21.15,352697.37,0,BSC,23.545428754315445,FARM,https://ten.finance,2021-08-23,https://ten.finance,BSC,C
367,ADA,BNB,6.35,6256.80,0,BSC,6.555360074375471,FARM,https://pumpy.farm,2021-08-23,https://pumpy.farm,BSC,D
368,ADA,BNB,102532.47,0.05,4,BSC,1.0012245048778202e+214,FARM,https://bsc4.SpacePortDeFi.com,2021-08-23,,,
369,ADA,BNB,202.88,3.85,4,BSC,656.235318995167,FARM,https://smurf.money,2021-08-23,,,
370,ADA,BNB,31.65,13441852.39,0,BSC,37.21280515936667,FARM,https://apeswap.finance,2021-08-23,https://apeswap.finance,BSC,C
371,ADA,BNB,0,0.00,4,BSC,0.0,FARM,https://fusionfinance.farm/,2021-08-23,https://fusionfinance.farm/,BSC,C
372,ADA,BNB,37.55,224.70,4,BSC,45.54381383997752,FARM,https://snorre.farmwiki.xyz,2021-08-23,,,
373,ADA,BNB,0,0.00,0,BSC,0.0,FARM,https://lokum.finance,2021-08-23,https://lokum.finance,BSC,D
374,ADA,BNB,12889.25,14.01,3.5,BSC,8.688441369718694e+49,FARM,https://whalefarm.finance,2021-08-23,https://whalefarm.finance,BSC,C
375,ADA,BNB,0.00,430.96,0,BSC,0.0,FARM,http://slime.finance,2021-08-23,http://slime.finance,BSC,D
376,ADA,BNB,218.51,772.17,0,BSC,783.3800718542013,FARM,https://icecreamswap.finance,2021-08-23,https://icecreamswap.finance,BSC,D
377,ADA,BNB,92.47,1480.49,0,BSC,151.81654633464882,FARM,https://pandayield.com,2021-08-23,https://pandayield.com,BSC,D
378,ADA,BNB,7.82,4423.10,4,BSC,8.132984773683717,FARM,https://limeswap.io,2021-08-23,https://limeswap.io,BSC,C
379,ADA,BNB,293.53,1996.99,4,BSC,1760.7415383210152,FARM,https://seleniumswap.com,2021-08-23,https://seleniumswap.com,BSC,C
380,ADA,BNB,59.14,51.95,4.00,BSC,80.56513797448422,FARM,https://snakedefi.com,2021-08-23,https://snakedefi.com,BSC,F
381,ADA,BNB,0,8523.47,0,BSC,0.0,FARM,https://www.goosedefi.com,2021-08-23,https://www.goosedefi.com,BSC,C
382,ADA,BNB,58.79,1134.97,0,BSC,79.93528040621914,FARM,https://satis.finance,2021-08-23,https://satis.finance,BSC,C
383,ADA,BNB,2.15,1385.43,4,BSC,2.17321433822113,FARM,https://tomahawk.farm/,2021-08-23,https://tomahawk.farm/,BSC,D
384,ADA,BNB,0,0.00,4,BSC,0.0,FARM,https://magicbeans.finance/,2021-08-23,https://magicbeans.finance/,BSC,D
385,ADA,BNB,66.26,384.46,4,BSC,93.86644417523624,FARM,https://antswap.fi,2021-08-23,https://antswap.fi,BSC,C
386,ADA,BNB,3.49,73598.99,4,BSC,3.5514424352419027,FARM,https://app.apache.finance/,2021-08-23,https://app.apache.finance/,BSC,C
387,ADA,BNB,0.92,1944.97,0,BSC,0.9242333065532904,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,BSC,F
388,ADA,BNB,0.92,1944.97,0,BSC,0.9242333065532904,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,FANTOM,F
389,ADA,BNB,40.23,111.26,0,BSC,49.49286155355232,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,BSC,F
390,ADA,BNB,40.23,111.26,0,BSC,49.49286155355232,FARM,https://frankenstein.finance,2021-08-23,https://frankenstein.finance,FANTOM,F
391,ADA,BNB,188.12,60.23,4,BSC,552.9750708962563,FARM,https://rubin.eternity.money,2021-08-23,,,
392,ADA,BNB,0.72,447.00,4,BSC,0.7225910794252721,FARM,https://bsc.SpacePortDeFi.com,2021-08-23,,,
393,ADA,BNB,626.96,0.67,4,BSC,49987.790063419314,FARM,https://supermanion.com,2021-08-23,https://supermanion.com,BSC,D
394,ADA,BNB,2.54,113.31,3.9,BSC,2.572442213490578,FARM,https://lady.smurf.money,2021-08-23,,,
395,ADA,BNB,39.47,1539.62,4,BSC,48.36225193621129,FARM,https://www.elixir-swap.io,2021-08-23,https://www.elixir-swap.io,BSC,F
396,ADA,BNB,0.00,3.93,5,BSC,0.0,FARM,https://dumplingdefi.finance,2021-08-23,https://dumplingdefi.finance,BSC,C
397,ADA,BNB,58.39,1287.24,4,BSC,79.21812572922204,FARM,https://dinopark.finance,2021-08-23,https://dinopark.finance,BSC,D
398,ADA,BNB,13.73,46324102.69,0,BSC,14.714263217191004,FARM,https://pancakeswap.finance,2021-08-23,https://pancakeswap.finance,BSC,B
399,ADA,BNB,31624.22,0.05,4,BSC,8.282617190415229e+100,FARM,https://bsc2.SpacePortDeFi.com,2021-08-23,,,
400,ADA,BNB,0,0.00,4,BSC,0.0,FARM,https://jasmine.1001nights.gold,2021-08-23,,,
401,ADA,BNB,18.18,154.88,4,BSC,19.932001180863136,FARM,https://triton.farm/,2021-08-23,https://triton.farm/,BSC,C
402,ADA,BNB,50.81,11114139.84,0,BSC,66.154297945065,FARM,https://biswap.org,2021-08-23,https://biswap.org,BSC,D
403,ADA,BNB,1339.01,1.62,4,BSC,51418326.310820125,FARM,https://silver.eternity.money,2021-08-23,,,
404,ADA,BNB,354.71,1.59,4,BSC,3312.3126529689434,FARM,https://www.symbioteswap.net,2021-08-23,,,
405,ADA,BNB,0.00,431.04,0,BSC,0.0,FARM,http://shitz.lol,2021-08-23,http://shitz.lol,BSC,F
406,ADA,BNB,988.93,1.49,4,BSC,1728585.2403056098,FARM,https://eternity.money,2021-08-23,,,
407,ADA,BNB,263.20,26312.83,3.99,BSC,1277.0873590338695,FARM,https://www.buffaloswap.org,2021-08-23,,,
408,ADA,BNB,322.37,3.94,4,BSC,2376.787183848306,FARM,https://greedy.smurf.money,2021-08-23,,,
409,ADA,BNB,66.96,76.89,4,BSC,95.22578072582984,FARM,https://thunderbird.finance/,2021-08-23,https://thunderbird.finance/,BSC,C
410,ADA,BNB,0,0.00,4,BSC,0.0,FARM,https://godzillaswapdefi.com/,2021-08-23,,,
411,ADA,BNB,28.77,10187.65,4,BSC,33.32061417548795,FARM,https://jaguarswap.com,2021-08-23,https://jaguarswap.com,BSC,C
412,ADA,BNB,19.89,599.38,4,BSC,21.99938603608644,FARM,https://www.tigerfinancedefi.com,2021-08-23,https://www.tigerfinancedefi.com,BSC,D
413,ADA,BNB,13.70,463.72,4,BSC,14.679867022399296,FARM,https://zeusfarmsdefi.com,2021-08-23,https://zeusfarmsdefi.com,BSC,D
414,ADA,BNB,125.85,12632.58,3.9,BSC,251.25257119850164,FARM,https://lavacake.finance,2021-08-23,https://lavacake.finance,BSC,C
415,ADA,BNB,56.48,1.64,4,BSC,75.83281894950684,FARM,https://kong.jungleswap.cash,2021-08-23,,,
416,ADA,BNB,560.62,18.57,4,BSC,25975.512827989325,FARM,https://www.andromedadefi.com,2021-08-23,https://www.andromedadefi.com,BSC,C
417,ADA,BNB,380.81,15.52,3.5,BSC,4318.440322410449,FARM,https://www.twilightfinance.org,2021-08-23,,,
418,ADA,BNB,183.51,242.55,4,BSC,523.701850445092,FARM,https://app.seedmoneyfinance.com,2021-08-23,https://app.seedmoneyfinance.com,BSC,C
419,ADA,BNB,37556.15,3.00,4,BSC,1.4220571902033405e+114,FARM,https://app.seedmoneyfinance.com,2021-08-23,https://app.seedmoneyfinance.com,BSC,C
